Date,State,TotalSamples,Positive,Negative
25-05-2020,Maharashtra,379185,50231,323937
26-05-2020,Maharashtra,390757,52667,333468
27-05-2020,Maharashtra,405020,54758,345151
28-05-2020,Maharashtra,420473,56948,358253
29-05-2020,Maharashtra,434565,59546,369442
30-05-2020,Maharashtra,448661,62228,380425
31-05-2020,Maharashtra,463177,65168,392516
01-06-2020,Maharashtra,472344,67655,399419
02-06-2020,Maharashtra,484784,70013,409178
03-06-2020,Maharashtra,498577,72300,420644
04-06-2020,Maharashtra,511136,74860,430100
05-06-2020,Maharashtra,524002,77793,440445
06-06-2020,Maharashtra,538009,80229,451764
07-06-2020,Maharashtra,553063,82968,463723
08-06-2020,Maharashtra,565290,85975,473588
09-06-2020,Maharashtra,579294,88528,485144
10-06-2020,Maharashtra,595282,90787,497990
11-06-2020,Maharashtra,610790,94041,509990
12-06-2020,Maharashtra,626521,97648,521942
13-06-2020,Maharashtra,643057,101141,535252
14-06-2020,Maharashtra,659481,104568,548250
15-06-2020,Maharashtra,671348,107958,557161
16-06-2020,Maharashtra,686488,110744,569863
18-06-2020,Maharashtra,719637,123794,595843
19-06-2020,Maharashtra,737597,120504,609968
20-06-2020,Maharashtra,756809,124331,624869
21-06-2020,Maharashtra,775958,128205,639731
22-06-2020,Maharashtra,789016,132075,649446
23-06-2020,Maharashtra,804726,142628,662098
24-06-2020,Maharashtra,826139,146811,679328
25-06-2020,Maharashtra,850410,151823,698587
26-06-2020,Maharashtra,873570,156457,717113
27-06-2020,Maharashtra,900423,162168,738255
28-06-2020,Maharashtra,926934,168388,758546
29-06-2020,Maharashtra,946518,173227,773291
14-04-2020,Manipur,276,2,
17-04-2020,Manipur,311,2,
24-04-2020,Manipur,402,2,
25-04-2020,Manipur,416,2,
30-04-2020,Manipur,459,2,
01-05-2020,Manipur,461,2,
02-05-2020,Manipur,468,2,
04-05-2020,Manipur,571,2,
07-05-2020,Manipur,684,2,
08-05-2020,Manipur,756,2,
09-05-2020,Manipur,865,2,
10-05-2020,Manipur,1096,2,
11-05-2020,Manipur,1337,2,
13-05-2020,Manipur,1706,2,
15-05-2020,Manipur,1799,3,
16-05-2020,Manipur,1900,4,
18-05-2020,Manipur,2483,7,
20-05-2020,Manipur,3087,20,
22-05-2020,Manipur,3721,26,
23-05-2020,Manipur,4094,29,
25-05-2020,Manipur,5041,36,
26-05-2020,Manipur,6233,39,
27-05-2020,Manipur,6836,44,
28-05-2020,Manipur,7758,55,
29-05-2020,Manipur,8596,59,
03-06-2020,Manipur,12454,118,
05-06-2020,Manipur,14629,132,
07-06-2020,Manipur,17028,172,
09-06-2020,Manipur,18612,304,
10-06-2020,Manipur,19756,311,
11-06-2020,Manipur,20528,366,
13-06-2020,Manipur,24046,449,
14-06-2020,Manipur,25226,458,
15-06-2020,Manipur,26458,490,
17-06-2020,Manipur,29865,552,
18-06-2020,Manipur,30476,606,
19-06-2020,Manipur,32093,681,
21-06-2020,Manipur,35943,841,
22-06-2020,Manipur,38286,898,
23-06-2020,Manipur,40829,921,
24-06-2020,Manipur,43477,970,
25-06-2020,Manipur,45253,1056,
27-06-2020,Manipur,48220,1092,
16-04-2020,Meghalaya,552,7,299
17-04-2020,Meghalaya,617,9,541
18-04-2020,Meghalaya,738,11,667
19-04-2020,Meghalaya,766,11,678
20-04-2020,Meghalaya,838,11,714
21-04-2020,Meghalaya,933,12,821
22-04-2020,Meghalaya,1046,12,904
23-04-2020,Meghalaya,1109,12,1000
24-04-2020,Meghalaya,1130,12,1048
25-04-2020,Meghalaya,1169,12,1097
27-04-2020,Meghalaya,1254,12,1182
28-04-2020,Meghalaya,1382,12,1202
29-04-2020,Meghalaya,1397,12,1288
30-04-2020,Meghalaya,1595,12,1433
02-05-2020,Meghalaya,1707,12,1655
04-05-2020,Meghalaya,1884,12,1782
05-05-2020,Meghalaya,1944,12,1822
07-05-2020,Meghalaya,2054,12,1967
09-05-2020,Meghalaya,2287,12,2178
10-05-2020,Meghalaya,2287,13,2178
11-05-2020,Meghalaya,2480,13,2342
15-05-2020,Meghalaya,2712,13,2597
18-05-2020,Meghalaya,2896,13,
19-05-2020,Meghalaya,3104,13,
20-05-2020,Meghalaya,3419,13,
22-05-2020,Meghalaya,3682,14,
26-05-2020,Meghalaya,6553,15,5599
27-05-2020,Meghalaya,6685,20,
31-05-2020,Meghalaya,7781,27,
01-06-2020,Meghalaya,8127,27,
02-06-2020,Meghalaya,8734,28,
03-06-2020,Meghalaya,9025,28,
04-06-2020,Meghalaya,9395,31,
05-06-2020,Meghalaya,9592,31,
06-06-2020,Meghalaya,10066,33,
07-06-2020,Meghalaya,10066,33,
08-06-2020,Meghalaya,10746,36,
09-06-2020,Meghalaya,11247,40,
10-06-2020,Meghalaya,11505,44,
11-06-2020,Meghalaya,11889,44,
12-06-2020,Meghalaya,12219,44,
13-06-2020,Meghalaya,12560,44,
15-06-2020,Meghalaya,13353,44,
16-06-2020,Meghalaya,13878,44,
17-06-2020,Meghalaya,14316,43,
18-06-2020,Meghalaya,14647,43,
19-06-2020,Meghalaya,15104,43,
20-06-2020,Meghalaya,15346,43,
22-06-2020,Meghalaya,16296,44,
23-06-2020,Meghalaya,16637,46,
24-06-2020,Meghalaya,17115,46,
25-06-2020,Meghalaya,17258,46,
26-06-2020,Meghalaya,17784,48,
27-06-2020,Meghalaya,18037,48,17741
28-06-2020,Meghalaya,18037,50,17741
06-04-2020,Mizoram,58,1,0
07-04-2020,Mizoram,58,1,0
08-04-2020,Mizoram,74,1,
09-04-2020,Mizoram,84,1,
12-04-2020,Mizoram,87,1,
13-04-2020,Mizoram,89,1,
14-04-2020,Mizoram,91,1,
15-04-2020,Mizoram,94,1,
16-04-2020,Mizoram,94,1,
18-04-2020,Mizoram,102,1,
19-04-2020,Mizoram,116,1,
20-04-2020,Mizoram,132,1,
21-04-2020,Mizoram,135,1,
22-04-2020,Mizoram,135,1,
23-04-2020,Mizoram,137,1,
26-04-2020,Mizoram,146,1,
27-04-2020,Mizoram,146,1,
28-04-2020,Mizoram,158,1,
29-04-2020,Mizoram,179,1,
30-04-2020,Mizoram,180,1,
01-05-2020,Mizoram,180,1,
02-05-2020,Mizoram,183,1,
03-05-2020,Mizoram,183,1,
04-05-2020,Mizoram,183,1,
05-05-2020,Mizoram,188,1,
06-05-2020,Mizoram,195,1,
07-05-2020,Mizoram,197,1,
08-05-2020,Mizoram,199,1,
09-05-2020,Mizoram,201,1,
10-05-2020,Mizoram,201,1,
11-05-2020,Mizoram,206,1,
12-05-2020,Mizoram,224,1,
13-05-2020,Mizoram,224,1,
14-05-2020,Mizoram,273,1,
15-05-2020,Mizoram,273,1,
16-05-2020,Mizoram,282,1,
17-05-2020,Mizoram,282,1,
18-05-2020,Mizoram,301,1,
19-05-2020,Mizoram,313,1,
20-05-2020,Mizoram,315,1,
21-05-2020,Mizoram,320,1,
22-05-2020,Mizoram,324,1,
23-05-2020,Mizoram,336,1,
24-05-2020,Mizoram,342,1,
25-05-2020,Mizoram,359,1,
26-05-2020,Mizoram,438,1,
28-05-2020,Mizoram,516,1,
29-05-2020,Mizoram,529,1,
30-05-2020,Mizoram,686,1,
31-05-2020,Mizoram,777,1,
01-06-2020,Mizoram,896,1,
02-06-2020,Mizoram,1012,13,
03-06-2020,Mizoram,1095,14,
04-06-2020,Mizoram,1346,17,
05-06-2020,Mizoram,1687,22,
06-06-2020,Mizoram,1991,24,
07-06-2020,Mizoram,2252,34,
08-06-2020,Mizoram,2496,42,
09-06-2020,Mizoram,2747,88,
10-06-2020,Mizoram,2747,102,
11-06-2020,Mizoram,3152,104,
13-06-2020,Mizoram,3727,107,
14-06-2020,Mizoram,4327,112,
15-06-2020,Mizoram,4919,117,
16-06-2020,Mizoram,5524,121,
17-06-2020,Mizoram,6035,121,
18-06-2020,Mizoram,6661,130,
19-06-2020,Mizoram,7496,130,
20-06-2020,Mizoram,8284,140,
21-06-2020,Mizoram,8718,141,
22-06-2020,Mizoram,9277,142,
23-06-2020,Mizoram,9840,142,
24-06-2020,Mizoram,10486,145,
25-06-2020,Mizoram,11672,145,
26-06-2020,Mizoram,12753,147,
27-06-2020,Mizoram,12846,148,
28-06-2020,Mizoram,13012,156,
06-04-2020,Nagaland,60,0,47
10-04-2020,Nagaland,70,0,69
11-04-2020,Nagaland,70,0,70
12-04-2020,Nagaland,74,0,70
14-04-2020,Nagaland,174,0,97
15-04-2020,Nagaland,184,0,174
17-04-2020,Nagaland,274,0,222
18-04-2020,Nagaland,392,0,292
19-04-2020,Nagaland,404,0,345
20-04-2020,Nagaland,434,0,404
21-04-2020,Nagaland,537,0,456
22-04-2020,Nagaland,543,0,481
23-04-2020,Nagaland,607,0,543
25-04-2020,Nagaland,613,0,607
26-04-2020,Nagaland,613,0,613
27-04-2020,Nagaland,629,0,613
28-04-2020,Nagaland,639,0,620
29-04-2020,Nagaland,644,0,631
30-04-2020,Nagaland,653,0,640
01-05-2020,Nagaland,664,0,650
02-05-2020,Nagaland,674,0,661
03-05-2020,Nagaland,684,0,663
04-05-2020,Nagaland,708,0,679
05-05-2020,Nagaland,724,0,771
06-05-2020,Nagaland,763,0,712
07-05-2020,Nagaland,786,0,728
08-05-2020,Nagaland,805,0,775
09-05-2020,Nagaland,848,0,786
10-05-2020,Nagaland,862,0,806
11-05-2020,Nagaland,875,0,848
12-05-2020,Nagaland,882,0,872
13-05-2020,Nagaland,889,0,872
14-05-2020,Nagaland,891,0,873
15-05-2020,Nagaland,910,0,889
16-05-2020,Nagaland,917,0,891
17-05-2020,Nagaland,952,0,914
18-05-2020,Nagaland,961,0,914
19-05-2020,Nagaland,978,0,948
20-05-2020,Nagaland,985,0,952
21-05-2020,Nagaland,1001,0,978
22-05-2020,Nagaland,1035,0,1012
23-05-2020,Nagaland,1065,0,1015
24-05-2020,Nagaland,1097,0,1032
25-05-2020,Nagaland,1366,3,1078
26-05-2020,Nagaland,1366,4,1080
27-05-2020,Nagaland,1554,9,1224
28-05-2020,Nagaland,1765,18,1317
29-05-2020,Nagaland,1997,25,1409
30-05-2020,Nagaland,2210,36,1496
31-05-2020,Nagaland,2576,43,1596
01-06-2020,Nagaland,2870,43,1744
02-06-2020,Nagaland,3257,49,1836
03-06-2020,Nagaland,3414,58,2002
04-06-2020,Nagaland,3739,80,2151
05-06-2020,Nagaland,3974,94,2372
06-06-2020,Nagaland,4061,107,2614
07-06-2020,Nagaland,4371,118,2956
08-06-2020,Nagaland,4729,123,3176
09-06-2020,Nagaland,4896,127,3512
10-06-2020,Nagaland,5220,128,3867
11-06-2020,Nagaland,5667,130,4198
12-06-2020,Nagaland,6104,156,4593
13-06-2020,Nagaland,6466,163,4904
14-06-2020,Nagaland,6478,168,5155
15-06-2020,Nagaland,7132,177,5642
16-06-2020,Nagaland,7835,179,6232
17-06-2020,Nagaland,8387,193,
18-06-2020,Nagaland,9039,193,7567
19-06-2020,Nagaland,10102,198,8213
20-06-2020,Nagaland,9128,201, 
21-06-2020,Nagaland,9971,211,
22-06-2020,Nagaland,10599,280,
23-06-2020,Nagaland,11173,330,
24-06-2020,Nagaland,11867,347,
25-06-2020,Nagaland,12546,355,
26-06-2020,Nagaland,13085,371,
27-06-2020,Nagaland,14217,387,
28-06-2020,Nagaland,15240,415,
03-04-2020,Odisha,1395,20,1108
07-04-2020,Odisha,2441,42,
08-04-2020,Odisha,2441,42,2399
09-04-2020,Odisha,3249,48,3201
10-04-2020,Odisha,3547,50,3497
11-04-2020,Odisha,3551,51,3497
12-04-2020,Odisha,3862,54,3808
13-04-2020,Odisha,4170,54,4116
14-04-2020,Odisha,4734,56,4678
15-04-2020,Odisha,5537,60,5477
16-04-2020,Odisha,6734,60,6674
17-04-2020,Odisha,7577,60,7517
18-04-2020,Odisha,8619,60,8559
19-04-2020,Odisha,9690,61,9629
20-04-2020,Odisha,10641,68,
21-04-2020,Odisha,11748,79,
22-04-2020,Odisha,13775,83,
23-04-2020,Odisha,15984,89,
24-04-2020,Odisha,18458,94,
25-04-2020,Odisha,20599,94,
26-04-2020,Odisha,22816,103,
27-04-2020,Odisha,25103,111,
28-04-2020,Odisha,26687,118,
29-04-2020,Odisha,29108,122,
30-04-2020,Odisha,31696,142,
01-05-2020,Odisha,34133,149,
02-05-2020,Odisha,36593,157,
03-05-2020,Odisha,38658,162,
04-05-2020,Odisha,41128,169,
05-05-2020,Odisha,44663,170,
06-05-2020,Odisha,47454,185,
07-05-2020,Odisha,50514,209,
08-05-2020,Odisha,52974,271,
09-05-2020,Odisha,56322,294,
10-05-2020,Odisha,59780,362,
11-05-2020,Odisha,63478,414,
12-05-2020,Odisha,68057,437,
13-05-2020,Odisha,72756,538,
14-05-2020,Odisha,77150,611,
15-05-2020,Odisha,81919,672,
16-05-2020,Odisha,86140,737,
17-05-2020,Odisha,91223,828,
18-05-2020,Odisha,95766,876,
19-05-2020,Odisha,100302,978,
20-05-2020,Odisha,105914,1052,
21-05-2020,Odisha,108432,1103,
22-05-2020,Odisha,113437,1189,
23-05-2020,Odisha,118446,1269,
24-05-2020,Odisha,123834,1335,
25-05-2020,Odisha,127776,1438,
26-05-2020,Odisha,131595,1517,
27-05-2020,Odisha,136274,1593,
28-05-2020,Odisha,139311,1660,
29-05-2020,Odisha,143570,1723,
30-05-2020,Odisha,147490,1819,
31-05-2020,Odisha,152131,1948,
01-06-2020,Odisha,155690,2104,
02-06-2020,Odisha,159567,2245,
03-06-2020,Odisha,162891,2388,
04-06-2020,Odisha,165824,2478,
05-06-2020,Odisha,169010,2608,
06-06-2020,Odisha,172598,2781,
07-06-2020,Odisha,176098,2856,
08-06-2020,Odisha,179415,2994,
09-06-2020,Odisha,182384,3140,
10-06-2020,Odisha,185401,3250,
11-06-2020,Odisha,188743,3386,
12-06-2020,Odisha,192576,3477,
13-06-2020,Odisha,196456,3723,
14-06-2020,Odisha,200014,3909,
15-06-2020,Odisha,202513,4055,
16-06-2020,Odisha,205501,4163,
17-06-2020,Odisha,208472,4338,
18-06-2020,Odisha,212224,4512,
19-06-2020,Odisha,216607,4677,
20-06-2020,Odisha,219774,4856,
21-06-2020,Odisha,224402,5160,
22-06-2020,Odisha,227860,5303,
23-06-2020,Odisha,231356,5470,
24-06-2020,Odisha,235627,5752,
25-06-2020,Odisha,239815,5962,
26-06-2020,Odisha,244588,6180,
27-06-2020,Odisha,249902,6350,
28-06-2020,Odisha,255809,6614,
18-04-2020,Puducherry,1207,7,1159
19-04-2020,Puducherry,1245,7,1214
20-04-2020,Puducherry,1272,7,1232
21-04-2020,Puducherry,1319,7,1272
22-04-2020,Puducherry,1473,7,1354
23-04-2020,Puducherry,1548,7,1513
24-04-2020,Puducherry,1704,7,1657
25-04-2020,Puducherry,1864,8,1793
26-04-2020,Puducherry,1977,8,1902
27-04-2020,Puducherry,2014,8,1942
28-04-2020,Puducherry,2156,8,2099
29-04-2020,Puducherry,2228,8,2150
30-04-2020,Puducherry,2353,8,2292
01-05-2020,Puducherry,2698,9,2583
02-05-2020,Puducherry,2990,12,2902
03-05-2020,Puducherry,3155,12,3097
04-05-2020,Puducherry,3281,12,3220
05-05-2020,Puducherry,3560,12,3444
06-05-2020,Puducherry,3641,12,3554
07-05-2020,Puducherry,3866,13,3766
08-05-2020,Puducherry,4111,15,3866
09-05-2020,Puducherry,4266,16,4028
10-05-2020,Puducherry,4364,17,4273
11-05-2020,Puducherry,4486,17,4416
13-05-2020,Puducherry,4919,18,4832
14-05-2020,Puducherry,5112,18,4963
15-05-2020,Puducherry,5312,21,5162
16-05-2020,Puducherry,5484,22,5320
17-05-2020,Puducherry,5619,22,5501
18-05-2020,Puducherry,5754,22,5709
19-05-2020,Puducherry,5829,22,5762
20-05-2020,Puducherry,5960,24,5889
21-05-2020,Puducherry,6106,31,5995
22-05-2020,Puducherry,6233,32,6143
23-05-2020,Puducherry,6349,39,6254
24-05-2020,Puducherry,6536,45,6444
25-05-2020,Puducherry,6606,47,6537
26-05-2020,Puducherry,6677,52,6593
27-05-2020,Puducherry,6808,60,6711
28-05-2020,Puducherry,6917,61,6286
29-05-2020,Puducherry,7043,65,6910
30-05-2020,Puducherry,7164,71,7004
31-05-2020,Puducherry,7255,81,7116
01-06-2020,Puducherry,7354,81,7198
02-06-2020,Puducherry,7444,91,7339
03-06-2020,Puducherry,7576,98,7447
04-06-2020,Puducherry,7794,109,7647
05-06-2020,Puducherry,7963,115,7791
06-06-2020,Puducherry,8118,118,7968
07-06-2020,Puducherry,8274,130,8112
08-06-2020,Puducherry,8472,139,8293
09-06-2020,Puducherry,8752,143,8548
10-06-2020,Puducherry,8954,156,8712
11-06-2020,Puducherry,9250,168,8979
12-06-2020,Puducherry,9658,175,9351
13-06-2020,Puducherry,10008,193,9636
14-06-2020,Puducherry,10321,206,9872
15-06-2020,Puducherry,10486,214,10231
16-06-2020,Puducherry,10929,233,10511
17-06-2020,Puducherry,11356,257,10920
18-06-2020,Puducherry,11679,285,11230
19-06-2020,Puducherry,11992,301,11486
20-06-2020,Puducherry,12409,353,11866
21-06-2020,Puducherry,12781,389,12233
22-06-2020,Puducherry,13037,407,12526
23-06-2020,Puducherry,13435,426,12835
24-06-2020,Puducherry,13861,489,13171
25-06-2020,Puducherry,14267,532,13474
26-06-2020,Puducherry,14689,565,13908
27-06-2020,Puducherry,15225,654,14380
28-06-2020,Puducherry,15892,682,14969
02-04-2020,Punjab,1434,37,
08-04-2020,Punjab,2937,106,2614
09-04-2020,Punjab,3192,130,2777
10-04-2020,Punjab,3461,151,2972
11-04-2020,Punjab,3909,158,3249
12-04-2020,Punjab,4281,170,3590
13-04-2020,Punjab,4480,176,3858
14-04-2020,Punjab,4844,184,4047
15-04-2020,Punjab,5193,186,4404
16-04-2020,Punjab,5524,197,4727
17-04-2020,Punjab,5988,211,5113
18-04-2020,Punjab,6167,234,5354
19-04-2020,Punjab,6607,244,5949
20-04-2020,Punjab,6797,245,6273
21-04-2020,Punjab,7355,251,6769
22-04-2020,Punjab,7887,257,7100
23-04-2020,Punjab,8757,283,7433
24-04-2020,Punjab,10611,298,8310
25-04-2020,Punjab,13270,308,9392
26-04-2020,Punjab,14317,322,10497
27-04-2020,Punjab,15516,330,12333
28-04-2020,Punjab,17021,342,13966
29-04-2020,Punjab,18670,375,15690
30-04-2020,Punjab,21205,480,17286
01-05-2020,Punjab,23176,585,18222
02-05-2020,Punjab,24868,772,19316
03-05-2020,Punjab,26439,1102,20197
04-05-2020,Punjab,28545,1232,21295
05-05-2020,Punjab,30199,1451,23352
06-05-2020,Punjab,32060,1526,24303
07-05-2020,Punjab,34701,1644,28933
08-05-2020,Punjab,37950,1731,31219
09-05-2020,Punjab,39462,1762,33639
10-05-2020,Punjab,40962,1823,35293
11-05-2020,Punjab,42306,1877,37993
12-05-2020,Punjab,43999,1914,39060
13-05-2020,Punjab,46026,1924,40637
14-05-2020,Punjab,47408,1935,42425
15-05-2020,Punjab,49301,1932,44319
16-05-2020,Punjab,50613,1946,46028
17-05-2020,Punjab,51812,1964,47484
18-05-2020,Punjab,52955,1980,48813
19-05-2020,Punjab,55634,2002,50070
20-05-2020,Punjab,57737,2005,51956
21-05-2020,Punjab,59618,2028,53871
22-05-2020,Punjab,62399,2029,55777
23-05-2020,Punjab,63567,2045,57899
24-05-2020,Punjab,66142,2060,60114
25-05-2020,Punjab,67213,2081,62686
26-05-2020,Punjab,69818,2106,64160
27-05-2020,Punjab,72468,2139,66417
28-05-2020,Punjab,72468,2158,67325
29-05-2020,Punjab,81021,2197,
30-05-2020,Punjab,84497,2233,
31-05-2020,Punjab,87852,2263,
01-06-2020,Punjab,91113,2301,
02-06-2020,Punjab,96329,2342,
03-06-2020,Punjab,101036,2376,
04-06-2020,Punjab,106933,2415,
05-06-2020,Punjab,113542,2461,
06-06-2020,Punjab,115974,2515,
07-06-2020,Punjab,124266,2608,
08-06-2020,Punjab,129821,2663,
09-06-2020,Punjab,136343,2719,
10-06-2020,Punjab,144467,2805,
11-06-2020,Punjab,154498,2887,
12-06-2020,Punjab,165548,2986,
13-06-2020,Punjab,176533,3063,
14-06-2020,Punjab,182225,3140,
15-06-2020,Punjab,188699,3267,
16-06-2020,Punjab,198211,3371,
17-06-2020,Punjab,208408,3497,
18-06-2020,Punjab,219528,3615,
19-06-2020,Punjab,227012,3832,
20-06-2020,Punjab,235700,3952,
21-06-2020,Punjab,240803,4074,
22-06-2020,Punjab,246760,4235,
23-06-2020,Punjab,255380,4397,
24-06-2020,Punjab,260857,4627,
25-06-2020,Punjab,269037,4769,
26-06-2020,Punjab,276919,4957,
27-06-2020,Punjab,284431,5056,
28-06-2020,Punjab,289923,5216,
05-04-2020,Rajasthan,12279,260,11439
07-04-2020,Rajasthan,17638,363,16401
08-04-2020,Rajasthan,17638,363,16401
09-04-2020,Rajasthan,19107,463,17851
10-04-2020,Rajasthan,22349,561,20698
11-04-2020,Rajasthan,24857,678,22583
12-04-2020,Rajasthan,28505,796,25105
13-04-2020,Rajasthan,31804,847,28657
14-04-2020,Rajasthan,34928,1005,29376
15-04-2020,Rajasthan,37860,1076,31902
16-04-2020,Rajasthan,40778,1101,33739
17-04-2020,Rajasthan,42847,1229,36153
18-04-2020,Rajasthan,47197,1282,39092
19-04-2020,Rajasthan,51614,1478,43537
20-04-2020,Rajasthan,57290,1576,47657
21-04-2020,Rajasthan,61492,1735,54100
22-04-2020,Rajasthan,66257,1888,58552
23-04-2020,Rajasthan,69764,1964,63485
24-04-2020,Rajasthan,74484,2034,68133
25-04-2020,Rajasthan,78993,2083,71806
26-04-2020,Rajasthan,82942,2185,75670
27-04-2020,Rajasthan,87777,2262,80830
28-04-2020,Rajasthan,92506,2364,85834
29-04-2020,Rajasthan,97790,2438,90108
30-04-2020,Rajasthan,103704,2584,
01-05-2020,Rajasthan,108543,2666,100277
02-05-2020,Rajasthan,113934,2720,104705
03-05-2020,Rajasthan,120240,2886,112345
04-05-2020,Rajasthan,129258,3061,122513
05-05-2020,Rajasthan,134987,3158,128297
06-05-2020,Rajasthan,139580,3317,134172
07-05-2020,Rajasthan,145510,3427,139830
08-05-2020,Rajasthan,152245,3579,146198
09-05-2020,Rajasthan,159157,3708,152296
10-05-2020,Rajasthan,166424,3814,158830
11-05-2020,Rajasthan,176130,3988,168546
12-05-2020,Rajasthan,185610,4126,
13-05-2020,Rajasthan,194683,4328,186125
14-05-2020,Rajasthan,204243,4534,197269
15-05-2020,Rajasthan,212317,4747,203770
16-05-2020,Rajasthan,221439,4960,213395
17-05-2020,Rajasthan,231946,5202,221764
18-05-2020,Rajasthan,243476,5375,234165
19-05-2020,Rajasthan,254533,5845,244955
20-05-2020,Rajasthan,265555,6015,254128
21-05-2020,Rajasthan,275974,6227,266687
22-05-2020,Rajasthan,287164,6494,277744
23-05-2020,Rajasthan,303935,6657,292384
24-05-2020,Rajasthan,317067,7028,306209
